area_type,availability,location,bhk,total_sqft,bath,balcony,price_per_sqft,price
Super built-up  Area,21-Dec,Kanakpura Road,2,700.0,2.0,1.0,5714.285714285715,40.0
Super built-up  Area,21-Dec,Thanisandra,2,1437.0,2.0,1.0,4949.895615866389,71.13
Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1856.0,3.0,1.0,6465.517241379311,120.0
Plot  Area,Ready To Move,Singanayakanahalli,3,1500.0,2.0,0.0,4333.333333333333,65.0
Super built-up  Area,18-Dec,Hennur Road,2,1036.0,2.0,1.0,5738.416988416989,59.45
Super built-up  Area,Ready To Move,Attur Layout,6,3000.0,8.0,2.0,3000.0,90.0
Super built-up  Area,Ready To Move,Mico Layout,2,1125.0,2.0,2.0,3555.5555555555557,40.0
Super built-up  Area,18-Oct,Uttarahalli,3,1320.0,2.0,3.0,4200.0,55.44
Super built-up  Area,Ready To Move,Malleshwaram,3,2215.0,4.0,1.0,13995.48532731377,310.0
Super built-up  Area,Ready To Move,Electronic City,2,660.0,1.0,1.0,2424.242424242424,16.0
Super built-up  Area,Ready To Move,Marathahalli,3,1730.0,3.0,3.0,6358.381502890174,110.0
Plot  Area,Ready To Move,Mahalakshmi Puram,4,750.0,4.0,0.0,11333.333333333334,85.0
Super built-up  Area,21-Dec,Talaghattapura,3,1804.0,3.0,1.0,6374.7228381374725,115.0
Super built-up  Area,19-May,Thanisandra,3,1795.0,3.0,2.0,7799.442896935933,140.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,1050.0,2.0,1.0,4761.9047619047615,50.0
Super built-up  Area,Ready To Move,Dasarahalli,3,2100.0,3.0,3.0,5714.285714285715,120.0
Built-up  Area,Ready To Move,Rayasandra,3,1199.0,2.0,1.0,4045.0375312760634,48.5
Plot  Area,Ready To Move,SBM Colony,3,1350.0,2.0,2.0,20740.74074074074,280.0
Super built-up  Area,Ready To Move,Vignana Nagar,2,1100.0,2.0,2.0,4272.727272727273,47.0
Plot  Area,Ready To Move,Udaya Nagar,2,1000.0,1.0,1.0,7500.0,75.0
Super built-up  Area,22-Mar,Kanakapura,3,1254.0,2.0,2.0,5582.13716108453,70.0
Plot  Area,18-Apr,Medahalli,8,600.0,8.0,2.0,11666.666666666666,70.0
Built-up  Area,Ready To Move,Electronics City Phase 1,2,940.0,2.0,2.0,5212.765957446809,49.0
Built-up  Area,Ready To Move,BTM 2nd Stage,2,1280.0,2.0,2.0,6250.0,80.0
Super built-up  Area,Ready To Move,Whitefield,4,2155.0,3.0,3.0,5800.46403712297,125.0
Built-up  Area,Ready To Move,Sarjapur  Road,5,3200.0,5.0,3.0,4375.0,140.0
Super built-up  Area,18-Oct,Kasavanhalli,4,4260.0,4.0,3.0,6384.976525821597,272.0
Super built-up  Area,20-Aug,Hebbal,3,1255.0,2.0,1.0,7569.721115537848,95.0
Super built-up  Area,Ready To Move,Suraksha Nagar,3,1388.0,3.0,3.0,5042.50720461095,69.99
Built-up  Area,17-Jun,Whitefield,1,905.0,1.0,1.0,5745.85635359116,52.0
Super built-up  Area,Ready To Move,VGP Layout,2,1176.0,2.0,2.0,3741.496598639456,44.0
Super built-up  Area,Ready To Move,Uttarahalli,3,1390.0,2.0,2.0,4400.0,61.16
Plot  Area,Ready To Move,Giri Nagar,4,2400.0,4.0,2.0,16666.666666666668,400.0
Super built-up  Area,Ready To Move,Sahakara Nagar,2,1160.0,2.0,1.0,4741.379310344828,55.0
Super built-up  Area,Ready To Move,Seegehalli,4,2800.0,4.0,3.0,5000.0,140.0
Plot  Area,Ready To Move,5th Block Hbr Layout,4,1200.0,4.0,2.0,17083.333333333332,205.0
Super built-up  Area,Ready To Move,Marathahalli,3,1583.0,3.0,3.0,7264.687302590019,115.0
Super built-up  Area,Ready To Move,Jigani,3,1252.0,3.0,2.0,5031.948881789137,63.0
Built-up  Area,Ready To Move,Bannerghatta Road,3,1350.0,2.0,2.0,3777.777777777778,51.0
Super built-up  Area,Ready To Move,Gottigere,2,1075.0,2.0,2.0,2790.6976744186045,30.0
Built-up  Area,Ready To Move,Hosa Road,2,972.0,2.0,2.0,4115.22633744856,40.0
Super built-up  Area,19-Jan,Bannerghatta Road,3,1486.0,3.0,1.0,5600.269179004038,83.22
Plot  Area,Ready To Move,Margondanahalli,2,555.0,1.0,0.0,6666.666666666667,37.0
Plot  Area,Ready To Move,Vaishnavi Layout,4,4830.0,5.0,1.0,8074.534161490683,390.0
Built-up  Area,Ready To Move,Cottonpet,2,850.0,2.0,1.0,8823.529411764706,75.0
Super built-up  Area,20-Dec,Binny Pete,3,1282.0,3.0,2.0,13884.555382215289,178.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4,2383.0,5.0,1.0,9022.24087284935,215.0
Carpet  Area,Ready To Move,Naganathapura,2,1103.0,2.0,1.0,4986.400725294651,55.0
Super built-up  Area,Ready To Move,Rayasandra,3,1577.0,3.0,2.0,4248.57324032974,67.0
Built-up  Area,Ready To Move,Yelahanka,3,1465.0,3.0,2.0,5461.433447098977,80.01
Built-up  Area,Ready To Move,Vimanapura,3,1600.0,3.0,1.0,4000.0,64.0
Built-up  Area,Ready To Move,Uttarahalli,2,1090.0,2.0,2.0,4128.440366972477,45.0
Super built-up  Area,19-Dec,Yelahanka,3,1721.0,3.0,3.0,4698.4311446833235,80.86
Built-up  Area,Ready To Move,Seetharampalya,2,1100.0,2.0,1.0,5000.0,55.0
Super built-up  Area,Ready To Move,Varthur,3,1450.0,3.0,2.0,4896.551724137931,71.0
Super built-up  Area,Ready To Move,Battarahalli,2,1071.0,2.0,1.0,5788.9822595704945,62.0
Super built-up  Area,Ready To Move,Old Madras Road,3,2266.0,3.0,2.0,7458.075904677847,169.0
Super built-up  Area,Ready To Move,Kundalahalli Colony,3,2065.0,3.0,2.0,6295.399515738499,130.0
Built-up  Area,Ready To Move,Kanakpura Road,3,1800.0,3.0,2.0,5000.0,90.0
Built-up  Area,Ready To Move,Defence Colony,2,1150.0,2.0,2.0,10869.565217391304,125.0
Plot  Area,Ready To Move,Housing Board Layout Vijay Nagar,8,1200.0,8.0,2.0,18333.333333333332,220.0
Super built-up  Area,Ready To Move,Hormavu,2,1123.0,2.0,1.0,4986.642920747997,56.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3,1884.0,3.0,3.0,5201.698513800425,98.0
Plot  Area,Ready To Move,1st Block Jayanagar,7,930.0,4.0,2.0,9139.78494623656,85.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1145.0,2.0,1.0,6550.218340611354,75.0
Super built-up  Area,18-Apr,Hebbal,3,1328.0,2.0,2.0,4518.0722891566265,60.0
Super built-up  Area,Ready To Move,Subramanyapura,2,950.0,2.0,1.0,5789.473684210527,55.0
Super built-up  Area,Ready To Move,Thomas Town,2,1250.0,2.0,2.0,4720.0,59.0
Built-up  Area,Ready To Move,Pragathi Nagar,2,1115.0,2.0,0.0,4125.5605381165915,46.0
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3,1318.0,3.0,1.0,4097.11684370258,54.0
Built-up  Area,Ready To Move,JP Nagar,3,3300.0,4.0,3.0,4848.484848484848,160.0
Super built-up  Area,Ready To Move,Kalyan nagar,2,1280.0,2.0,1.0,3750.0,48.0
Super built-up  Area,Ready To Move,Whitefield,2,1230.0,2.0,2.0,4796.747967479675,59.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1420.0,2.0,2.0,4225.352112676056,60.0
Built-up  Area,Ready To Move,Kasavanhalli,3,2111.0,4.0,3.0,5684.509711037423,120.0
Super built-up  Area,Ready To Move,Vidyaranyapura,2,1100.0,2.0,1.0,4909.090909090909,54.0
Super built-up  Area,Ready To Move,Harlur,3,1750.0,3.0,2.0,7771.428571428572,136.0
Built-up  Area,Ready To Move,RMV 2nd Stage,3,2550.0,4.0,2.0,11372.549019607843,290.0
Super built-up  Area,Ready To Move,Shampura,2,700.0,1.0,2.0,5000.0,35.0
Super built-up  Area,Ready To Move,Uttarahalli,2,1235.0,2.0,3.0,7287.44939271255,90.0
Plot  Area,Ready To Move,Yeshwanthpur,2,1200.0,2.0,0.0,5250.0,63.0
Super built-up  Area,Ready To Move,Kengeri,2,900.0,2.0,0.0,3333.3333333333335,30.0
Super built-up  Area,Ready To Move,Thanisandra,2,1146.0,2.0,1.0,3315.8813263525303,38.0
Plot  Area,Ready To Move,Yeshwanthpur,4,1200.0,4.0,1.0,9166.666666666666,110.0
Super built-up  Area,Ready To Move,Banashankari,1,2400.0,1.0,1.0,8333.333333333334,200.0
Plot  Area,Ready To Move,Marathahalli,6,1200.0,5.0,2.0,9000.0,108.0
Built-up  Area,Ready To Move,Devarachikkanahalli,1,615.0,1.0,1.0,3902.439024390244,24.0
Super built-up  Area,19-Apr,Mysore Road,2,1070.0,2.0,1.0,4640.186915887851,49.65
Plot  Area,Ready To Move,Rajaji Nagar,5,1538.0,5.0,2.0,19505.85175552666,300.0
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3,1355.0,2.0,3.0,4298.89298892989,58.25
Built-up  Area,Ready To Move,Venkatapura,4,3080.0,2.0,1.0,9253.246753246753,285.0
Super built-up  Area,Ready To Move,Kundalahalli,3,1800.0,3.0,3.0,4444.444444444444,80.0
Built-up  Area,Ready To Move,Begur Road,3,1400.0,2.0,3.0,3575.714285714286,50.06
Super built-up  Area,Ready To Move,Uttarahalli,2,1123.0,2.0,1.0,4274.2653606411395,48.0
Plot  Area,Ready To Move,Konanakunte,4,1200.0,2.0,1.0,10833.333333333334,130.0
Built-up  Area,Ready To Move,Kengeri,2,787.0,2.0,1.0,3939.0088945362136,31.0
Super built-up  Area,Ready To Move,Kambipura,3,1082.0,2.0,1.0,4158.964879852126,45.0
Super built-up  Area,Ready To Move,Seegehalli,2,1096.0,2.0,1.0,3740.875912408759,41.0
Plot  Area,Ready To Move,Vidyaranyapura,7,1200.0,7.0,2.0,11666.666666666666,140.0
Plot  Area,Ready To Move,R.T. Nagar,3,1140.0,3.0,1.0,11403.508771929824,130.0
Carpet  Area,Ready To Move,Venugopal Reddy Layout,2,1130.0,2.0,1.0,4601.769911504425,52.0
Built-up  Area,Ready To Move,Electronic City,1,550.0,1.0,1.0,2181.818181818182,12.0
Super built-up  Area,Ready To Move,Mahadevpura,2,1058.0,2.0,2.0,8034.026465028355,85.0
Built-up  Area,Ready To Move,Hebbal,3,1269.0,2.0,1.0,5752.561071710008,73.0
Plot  Area,Ready To Move,Prithvi Layout,3,946.0,3.0,2.0,14799.154334038056,140.0
Super built-up  Area,Ready To Move,4th Block Koramangala,4,3400.0,6.0,2.0,12352.941176470587,420.0
Super built-up  Area,19-Jan,Kanakpura Road,4,2689.0,6.0,2.0,9111.193752324285,245.0
Super built-up  Area,18-Oct,Hennur Road,3,1976.0,3.0,3.0,3300.101214574898,65.21
Super built-up  Area,Ready To Move,Kothanur,3,1820.0,3.0,3.0,4230.7692307692305,77.0
Super built-up  Area,Ready To Move,Uttarahalli,3,1329.0,2.0,1.0,4213.694507148231,56.0
Super built-up  Area,Ready To Move,Kathriguppe,3,1350.0,2.0,1.0,5999.259259259258,80.99
Plot  Area,Ready To Move,Nagarbhavi,4,1250.0,3.0,0.0,14000.0,175.0
Plot  Area,Ready To Move,Manganahalli,6,800.0,6.0,2.0,12250.0,98.0
Super built-up  Area,Ready To Move,Kanakpura Road,2,1339.0,2.0,2.0,5339.805825242718,71.5
Super built-up  Area,Ready To Move,Uttarahalli,2,938.0,2.0,0.0,3731.3432835820895,35.0
Super built-up  Area,Ready To Move,Kuvempu Nagar,1,450.0,1.0,1.0,5555.555555555556,25.0
Built-up  Area,Ready To Move,BTM 2nd Stage,2,1100.0,2.0,2.0,6363.636363636364,70.0
Built-up  Area,Ready To Move,2nd Stage Nagarbhavi,4,600.0,3.0,1.0,15833.333333333334,95.0
Super built-up  Area,Ready To Move,Yelahanka,2,1060.0,2.0,1.0,3773.5849056603774,40.0
Super built-up  Area,Ready To Move,Whitefield,2,1125.0,2.0,2.0,3555.5555555555557,40.0
Built-up  Area,Ready To Move,Whitefield,1,810.0,1.0,0.0,2592.5925925925926,21.0
Super built-up  Area,Ready To Move,Bellandur,2,1060.0,2.0,1.0,6132.075471698113,65.0
Plot  Area,Ready To Move,Anandapura,4,1749.0,4.0,0.0,5145.797598627787,90.0
Super built-up  Area,Ready To Move,Sahakara Nagar,3,1200.0,2.0,2.0,6250.0,75.0
Super built-up  Area,Ready To Move,Cleveland Town,2,1100.0,2.0,1.0,7727.272727272727,85.0
Super built-up  Area,18-May,Rachenahalli,1,680.0,1.0,0.0,4800.0,32.64
Plot  Area,Ready To Move,Jalahalli East,4,720.0,4.0,2.0,6666.666666666667,48.0
Plot  Area,Ready To Move,Gunjur,5,6613.0,7.0,2.0,14365.643429608348,950.0
Super built-up  Area,Ready To Move,Hoodi,3,1925.0,3.0,3.0,5714.285714285715,110.0
Built-up  Area,Ready To Move,Kengeri,1,502.0,1.0,1.0,4980.0796812749,25.0
Built-up  Area,Ready To Move,Bommenahalli,3,3339.0,3.0,0.0,7487.271638215035,250.0
Built-up  Area,Ready To Move,Begur,3,1475.0,2.0,2.0,5016.949152542373,74.0
Super built-up  Area,18-Aug,Indra Nagar,3,1550.0,3.0,2.0,16645.16129032258,258.0
Super built-up  Area,18-Apr,Peenya,2,966.0,2.0,1.0,5072.463768115942,49.0
Plot  Area,Ready To Move,t.c palya,6,1350.0,6.0,3.0,11851.851851851852,160.0
Super built-up  Area,Ready To Move,Haralur Road,2,1300.0,2.0,2.0,5769.2307692307695,75.0
Plot  Area,Ready To Move,Bagalur Main Road,5,4400.0,4.0,1.0,7954.545454545455,350.0
Super built-up  Area,21-May,Kogilu,3,1559.0,3.0,2.0,7697.2418216805645,120.0
Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2.0,1.0,5056.179775280899,63.0
Plot  Area,Ready To Move,Rajaji Nagar,3,2790.0,3.0,0.0,34050.179211469534,950.0
Super built-up  Area,Ready To Move,Begur Road,3,1410.0,2.0,3.0,3800.0,53.58
Plot  Area,Ready To Move,Varthur Road,4,1300.0,3.0,0.0,5769.2307692307695,75.0
Plot  Area,Ready To Move,Ilyas Nagar,4,900.0,4.0,1.0,8333.333333333334,75.0
Super built-up  Area,Ready To Move,Channasandra,2,1104.0,2.0,1.0,3215.5797101449275,35.5
Built-up  Area,Ready To Move,Sultan Palaya,2,900.0,2.0,2.0,5000.0,45.0
Built-up  Area,Ready To Move,3rd Phase JP Nagar,3,1550.0,2.0,2.0,5096.774193548387,79.0
Super built-up  Area,20-Dec,Kanakpura Road,1,670.0,1.0,1.0,5223.880597014925,35.0
Super built-up  Area,19-Dec,Jakkur,2,1483.0,2.0,1.0,6608.226567768038,98.0
Super built-up  Area,Ready To Move,Basapura,3,1540.0,2.0,2.0,4545.454545454545,70.0
Plot  Area,Ready To Move,Naganathapura,8,1200.0,7.0,3.0,8333.333333333334,100.0
Super built-up  Area,Ready To Move,Hennur,2,1255.0,2.0,1.0,4342.629482071713,54.5
Plot  Area,Ready To Move,OMBR Layout,3,600.0,3.0,2.0,16666.666666666668,100.0
Super built-up  Area,Ready To Move,Jayanagar,2,1036.0,2.0,2.0,10617.760617760618,110.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1460.0,2.0,2.0,5136.986301369863,75.0
Super built-up  Area,Ready To Move,Devarachikkanahalli,2,1230.0,2.0,1.0,4715.447154471544,58.0
Built-up  Area,Ready To Move,Kanakpura Road,2,1340.0,2.0,2.0,4477.611940298508,60.0
Built-up  Area,Ready To Move,Yelenahalli,3,1600.0,3.0,3.0,3835.625,61.37
Built-up  Area,18-Apr,Hegde Nagar,3,2162.0,3.0,1.0,9250.693802035152,200.0
Super built-up  Area,Ready To Move,Electronic City,2,919.0,2.0,2.0,4352.557127312296,40.0
Super built-up  Area,18-Aug,4th Phase JP Nagar,2,1070.0,2.0,2.0,3635.5140186915887,38.9
Super built-up  Area,Ready To Move,Hosur Road,3,1733.0,2.0,3.0,4904.789382573572,85.0
Super built-up  Area,Ready To Move,Jigani,3,1221.0,3.0,3.0,5896.805896805897,72.0
Super built-up  Area,Ready To Move,kanakapura main road,2,1041.0,2.0,1.0,3500.480307396734,36.44
Built-up  Area,Ready To Move,Ambalipura,4,2550.0,4.0,2.0,5843.137254901961,149.0
Built-up  Area,Ready To Move,Shampura,3,1400.0,3.0,1.0,5000.0,70.0
Plot  Area,Ready To Move,Anjanapura,1,600.0,2.0,0.0,9166.666666666666,55.0
Built-up  Area,Ready To Move,Nagarbhavi,1,710.0,2.0,2.0,5633.802816901409,40.0
Super built-up  Area,18-Apr,Electronic City,3,1500.0,2.0,1.0,5216.666666666667,78.25
Super built-up  Area,Ready To Move,Thigalarapalya,4,3122.0,6.0,2.0,7591.287636130685,237.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3,2061.0,3.0,3.0,8491.02377486657,175.0
Plot  Area,Ready To Move,Brookefield,5,2400.0,5.0,2.0,13541.666666666666,325.0
Super built-up  Area,19-Dec,Hebbal,3,1255.0,2.0,1.0,7569.721115537848,95.0
Super built-up  Area,Ready To Move,Malleshwaram,7,2425.0,7.0,3.0,5773.19587628866,140.0
Super built-up  Area,18-Jul,Balagere,2,1210.0,2.0,1.0,6115.702479338843,74.0
Super built-up  Area,Ready To Move,Anjanapura,2,950.0,2.0,1.0,4210.526315789473,40.0
Plot  Area,Ready To Move,Nagaraja Garden,4,1376.0,4.0,1.0,11337.209302325582,156.0
Super built-up  Area,18-Dec,Hosa Road,2,1161.0,2.0,1.0,4750.215331610681,55.15
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1303.0,2.0,2.0,3389.869531849578,44.17
Super built-up  Area,Ready To Move,Thigalarapalya,2,1418.0,2.0,2.0,7404.795486600846,105.0
Plot  Area,Ready To Move,Kengeri Satellite Town,2,1200.0,2.0,1.0,5416.666666666667,65.0
Super built-up  Area,Ready To Move,Basavangudi,3,1825.0,3.0,2.0,9589.04109589041,175.0
Built-up  Area,Ready To Move,Bannerghatta Road,2,1015.0,2.0,0.0,4729.064039408867,48.0
Carpet  Area,Ready To Move,Mathikere,3,1150.0,2.0,0.0,5217.391304347826,60.0
Super built-up  Area,Ready To Move,Singasandra,2,1010.0,2.0,1.0,3960.3960396039606,40.0
Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,3,1508.0,3.0,1.0,4973.474801061008,75.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,1275.0,2.0,1.0,6823.529411764706,87.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3,1460.0,3.0,1.0,4794.520547945205,70.0
Super built-up  Area,Ready To Move,Old Airport Road,2,946.0,2.0,2.0,6131.0782241014795,58.0
Super built-up  Area,Ready To Move,Vignana Nagar,2,1110.0,2.0,2.0,5225.225225225226,58.0
Super built-up  Area,Ready To Move,Hennur Road,3,1832.0,3.0,1.0,6823.144104803493,125.0
Super built-up  Area,18-Apr,Hebbal,2,1088.0,2.0,2.0,5647.97794117647,61.45
Super built-up  Area,Ready To Move,Thanisandra,3,1564.0,3.0,1.0,6649.616368286445,104.0
Super built-up  Area,18-Jan,Kadugodi,2,1030.0,2.0,1.0,3400.0000000000005,35.02
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2,660.0,2.0,0.0,4090.909090909091,27.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1700.0,3.0,1.0,5588.235294117647,95.0
Plot  Area,Ready To Move,BTM 1st Stage,4,1100.0,5.0,2.0,11000.0,121.0
Super built-up  Area,18-Feb,Panathur,2,1205.0,2.0,2.0,5219.9170124481325,62.9
Super built-up  Area,Ready To Move,Lottegolla Halli,3,1950.0,3.0,2.0,4615.384615384615,90.0
Super built-up  Area,18-May,Devanahalli Int. Airport,2,1080.0,2.0,1.0,5740.740740740741,62.0
Built-up  Area,Ready To Move,Ardendale,4,2800.0,4.0,2.0,5000.0,140.0
Super built-up  Area,19-Jan,Mailasandra,2,999.0,2.0,1.0,4370.37037037037,43.66
Plot  Area,Ready To Move,Basvasamithi Layout Vidyaranyapura,4,900.0,4.0,3.0,19444.444444444445,175.0
Super built-up  Area,19-Jul,Kanakpura Road,2,1300.0,2.0,1.0,6904.615384615385,89.76
Super built-up  Area,Ready To Move,HRBR Layout,2,1265.0,2.0,1.0,6166.00790513834,78.0
Built-up  Area,Ready To Move,Attibele,2,1200.0,2.0,2.0,3500.0,42.0
Super built-up  Area,18-Mar,Bhoganhalli,4,1974.0,4.0,0.0,5369.807497467072,106.0
Super built-up  Area,Ready To Move,Chelekare,2,1180.0,2.0,2.0,3389.830508474576,40.0
Super built-up  Area,Ready To Move,Amruthahalli,3,1350.0,2.0,3.0,4666.666666666667,63.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,3,1560.0,2.0,2.0,4166.666666666667,65.0
Plot  Area,Ready To Move,8th Block Jayanagar,2,2800.0,2.0,0.0,23214.285714285714,650.0
Super built-up  Area,18-Aug,Hosakerehalli,2,1085.0,2.0,1.0,3799.9999999999995,41.23
Super built-up  Area,Ready To Move,Vijayanagar,3,1300.0,2.0,2.0,5769.2307692307695,75.0
Super built-up  Area,Ready To Move,Marathahalli,3,1600.0,3.0,2.0,3500.0,56.0
Super built-up  Area,Ready To Move,Atmananda Colony,2,1127.0,2.0,2.0,4880.212954747116,55.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2,795.0,2.0,2.0,4025.1572327044023,32.0
Super built-up  Area,Ready To Move,Nagarbhavi,3,1850.0,3.0,2.0,4756.756756756757,88.0
Built-up  Area,18-Jul,Bommasandra Industrial Area,2,1020.0,2.0,1.0,2887.2549019607845,29.45
Built-up  Area,Ready To Move,Doopanahalli,3,1475.0,2.0,1.0,13559.322033898305,200.0
Plot  Area,Ready To Move,Baba Nagar,3,1200.0,3.0,3.0,8020.833333333333,96.25
Super built-up  Area,Ready To Move,Uttarahalli,3,1345.0,2.0,1.0,3494.4237918215613,47.0
Super built-up  Area,19-Nov,Kaikondrahalli,2,849.0,2.0,1.0,2991.7550058892816,25.4
Super built-up  Area,19-Sep,Kanakpura Road,3,1706.0,3.0,2.0,7913.24736225088,135.0
Super built-up  Area,19-Dec,Yelahanka,4,2100.0,4.0,1.0,8571.42857142857,180.0
Super built-up  Area,Ready To Move,Nagadevanahalli,3,1250.0,2.0,2.0,5200.0,65.0
Built-up  Area,Ready To Move,Kanakpura Road,3,1260.0,3.0,3.0,5046.0317460317465,63.58
Super built-up  Area,Ready To Move,Horamavu Agara,3,1265.0,2.0,1.0,5138.339920948617,65.0
Super built-up  Area,17-Nov,Abbigere,3,1260.0,2.0,1.0,3571.4285714285716,45.0
Super built-up  Area,18-Dec,Jalahalli,2,1045.0,2.0,1.0,5550.239234449761,58.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,4,3895.0,4.0,2.0,12708.600770218229,495.0
Super built-up  Area,18-May,Rachenahalli,1,412.5,1.0,0.0,4800.0,19.8
Super built-up  Area,17-Jun,Bellandur,2,1100.0,2.0,3.0,5636.363636363636,62.0
Super built-up  Area,19-Sep,Kudlu Gate,2,1113.0,2.0,1.0,4492.36298292902,50.0
Super built-up  Area,18-Dec,Old Airport Road,4,2774.0,4.0,3.0,7498.197548666186,208.0
Built-up  Area,Ready To Move,Varthur,2,1210.0,2.0,1.0,4958.677685950413,60.0
Super built-up  Area,Ready To Move,Kogilu,1,700.0,1.0,1.0,4405.714285714285,30.84
Super built-up  Area,18-May,Kanakpura Road,2,1155.0,2.0,1.0,4805.194805194805,55.5
Super built-up  Area,22-Jun,Hoodi,2,1132.0,2.0,1.0,7862.190812720848,89.0
Super built-up  Area,18-Jan,Hennur Road,2,1359.0,2.0,2.0,7652.685798381162,104.0
Super built-up  Area,Ready To Move,Byatarayanapura,4,2631.0,3.0,2.0,7601.672367920943,200.0
Super built-up  Area,Ready To Move,Kothanur,2,1145.0,2.0,2.0,4890.829694323144,56.0
Built-up  Area,Ready To Move,5th Phase JP Nagar,1,600.0,1.0,1.0,5000.0,30.0
Plot  Area,Ready To Move,Laggere,1,1200.0,1.0,1.0,10416.666666666666,125.0
Built-up  Area,Ready To Move,Mahalakshmi Puram,2,830.0,2.0,1.0,7228.915662650603,60.0
Super built-up  Area,Ready To Move,HSR Layout,2,1009.0,2.0,2.0,5550.049554013875,56.0
Super built-up  Area,Ready To Move,Basavangudi,3,1800.0,3.0,2.0,10833.333333333334,195.0
Super built-up  Area,Ready To Move,Yelahanka,2,1226.0,2.0,2.0,4299.347471451876,52.71
Super built-up  Area,Ready To Move,Badrappa Layout,2,1500.0,2.0,2.0,5866.666666666667,88.0
Super built-up  Area,Ready To Move,Electronic City,2,1363.0,2.0,1.0,5796.038151137197,79.0
Built-up  Area,Ready To Move,Poorna Pragna Layout,3,1400.0,2.0,1.0,17142.85714285714,240.0
Built-up  Area,18-Dec,Bommasandra Industrial Area,2,1165.0,2.0,1.0,2887.5536480686696,33.64
Built-up  Area,Ready To Move,HSR Layout,4,2792.0,4.0,1.0,7879.656160458453,220.0
Built-up  Area,Ready To Move,Kammanahalli,1,700.0,1.0,0.0,8428.57142857143,59.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,2,1060.0,2.0,2.0,3962.264150943396,42.0
Built-up  Area,Ready To Move,Marathahalli,2,1200.0,2.0,1.0,5583.333333333333,67.0
Built-up  Area,18-Dec,"Off Sarjapur Road,",3,1518.0,3.0,2.0,5006.587615283267,76.0
Built-up  Area,Ready To Move,Nagappa Reddy Layout,3,1495.0,2.0,2.0,5016.722408026756,75.0
Built-up  Area,Ready To Move,Sanjay nagar,2,1575.0,2.0,2.0,5714.285714285715,90.0
Built-up  Area,Ready To Move,Rajaji Nagar,2,1440.0,2.0,2.0,11805.555555555555,170.0
Super built-up  Area,18-Dec,Kasavanhalli,3,1545.0,3.0,1.0,4466.019417475728,69.0
Built-up  Area,Ready To Move,Kengeri,3,1470.0,3.0,3.0,3401.360544217687,50.0
Super built-up  Area,Ready To Move,Cooke Town,3,1500.0,3.0,3.0,6333.333333333333,95.0
Built-up  Area,Ready To Move,BTM Layout,3,1450.0,2.0,2.0,5586.206896551724,81.0
Super built-up  Area,Ready To Move,Hosur Road,2,1179.0,2.0,1.0,4156.064461407973,49.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1650.0,3.0,2.0,6666.666666666667,110.0
Super built-up  Area,Ready To Move,Chandapura,3,1095.0,2.0,2.0,2922.3744292237443,32.0
Built-up  Area,18-Jan,Lal Bahadur Shastri Nagar,2,856.0,2.0,1.0,5607.476635514019,48.0
Super built-up  Area,Ready To Move,Naganathapura,2,1143.0,2.0,1.0,5424.321959755031,62.0
Super built-up  Area,Ready To Move,Hebbal,2,1349.0,2.0,1.0,7249.814677538918,97.8
Built-up  Area,Ready To Move,Anjanapura,3,1280.0,2.0,2.0,3515.625,45.0
Super built-up  Area,Ready To Move,Malleshwaram,1,480.0,1.0,1.0,12500.0,60.0
Super built-up  Area,18-Dec,Whitefield,2,1216.0,2.0,1.0,5679.276315789473,69.06
Super built-up  Area,Ready To Move,Malleshwaram,2,1290.0,2.0,1.0,9302.32558139535,120.0
Plot  Area,Ready To Move,Banjara Layout,5,1200.0,5.0,2.0,8000.0,96.0
Super built-up  Area,Ready To Move,Electronic City,2,1156.0,2.0,2.0,3633.2179930795846,42.0
Super built-up  Area,Ready To Move,Thanisandra,2,1230.0,2.0,2.0,3577.2357723577234,44.0
Super built-up  Area,Ready To Move,Volagerekallahalli,2,1070.0,2.0,2.0,3098.1308411214955,33.15
Super built-up  Area,18-Aug,Ramagondanahalli,2,1235.0,2.0,1.0,3991.902834008097,49.3
Built-up  Area,Ready To Move,6th block Koramangala,2,1117.0,2.0,1.0,9847.806624888093,110.0
