area_type,availability,location,bhk,total_sqft,bath,balcony,price,latitude,longitude,distance_school_km,distance_hospital_km,distance_college_km,distance_bus_stop_km,distance_railway_station_km,distance_shopping_km,distance_bank_km,distance_park_km
Built-up  Area,Ready To Move,Kasavanhalli,3,1667.0,3.0,2.0,92.0,12.9047595,77.6759172,1.0060713280708131,0.20784634631327456,1.021387060679054,0.013608615869114292,4.293022625742665,0.3553304241600829,0.0,0.25553982061653996
Super built-up  Area,Ready To Move,Thanisandra,2,934.0,2.0,2.0,55.0,13.0522499,77.6316152,0.410363084773661,0.24472908327671847,1.2778236931980078,0.04791163141704419,5.0312996369841585,0.5416996553189029,0.2606092527009326,0.8542118193167441
Super built-up  Area,Ready To Move,Mahadevpura,3,1620.0,2.0,1.0,76.0,12.9968412,77.6928386,1.4884445327669837,1.4286087519346973,1.4319628848499988,0.9787855463544396,1.6783014575697357,1.394713465661096,1.5011900625359682,0.9892071477132938
Super built-up  Area,17-Jun,Electronic City,2,1070.0,2.0,1.0,47.0,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Built-up  Area,Ready To Move,Hosur Road,5,3600.0,5.0,3.0,180.0,12.89339,77.6374009,0.2947802257625039,0.05847716663729139,1.0888261522799927,0.3699434111761691,0.43250683740528373,1.2868261524511229,0.5018089612760975,0.3533683802056732
Super built-up  Area,18-Apr,Uttarahalli,3,1280.0,2.0,2.0,60.0,12.9055682,77.5455438,0.22746733735745564,0.1797218010389305,0.30548424659670886,0.16944100445149374,2.4544857509356146,0.1655727908954121,0.16221229454459354,0.5454936070028436
Super built-up  Area,19-Dec,Electronic City Phase II,3,1611.0,2.0,2.0,48.33,12.8473999,77.6724452,0.40035376911605053,0.5613837597166842,0.2831581071444159,0.07134709950426539,0.17319033420839355,0.5275315373939784,0.7746556960710721,0.3115820676750147
Super built-up  Area,Ready To Move,Whitefield,3,1405.0,3.0,2.0,58.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Thigalarapalya,3,1830.0,4.0,2.0,150.0,13.0170955,77.4829741,1.2702838325120105,1.076858134135609,1.5256033785911676,0.0,3.8735707528765433,1.1335815514370355,2.3869025376412143,0.8080329203529621
Built-up  Area,Ready To Move,Kaggadasapura,3,1710.0,3.0,0.0,60.0,12.9812262,77.6745845,0.25040930616380375,0.5937606124352723,1.9165328535970072,0.5136258206318698,1.824967147457245,0.2786620595964482,0.48564072460723146,0.35850564426523657
Super built-up  Area,18-Apr,Jakkur,3,2197.0,3.0,2.0,136.0,13.0784743,77.6068938,0.4314309828856046,1.432059123095197,1.2746736454801444,0.12168250847918928,3.3679842471250483,0.7385724018078844,0.529737313623422,0.3848952331516131
Super built-up  Area,Ready To Move,Yeshwanthpur,3,1678.0,3.0,2.0,92.13,13.0176937,77.5555009,0.32013667855034955,0.38314985707260835,0.2277449353069229,0.19395800954729434,0.375797669365174,0.6313591581985624,0.2753812414499764,0.21800240390908213
Built-up  Area,Ready To Move,Brookefield,3,1410.0,2.0,0.0,80.0,12.9652094,77.717936,3.803310091535011,4.099293708172103,5.503546416429102,3.8059614057432536,5.823794439570654,3.8148660011531454,3.851540791660917,3.864836782316243
Super built-up  Area,Ready To Move,Jakkur,2,1125.0,2.0,2.0,65.0,13.0784743,77.6068938,0.4314309828856046,1.432059123095197,1.2746736454801444,0.12168250847918928,3.3679842471250483,0.7385724018078844,0.529737313623422,0.3848952331516131
Super built-up  Area,Ready To Move,Magadi Road,3,1191.0,2.0,1.0,55.38,12.975608,77.5553564,0.22923050885597707,0.17130996524657877,0.18016900784683,0.12271993398301369,0.0027054036356933676,0.39358766133680007,0.6490848981764942,0.5133806208137643
Super built-up  Area,Ready To Move,CV Raman Nagar,3,1525.0,2.0,3.0,67.0,12.9855509,77.668072,0.30008893353268357,0.6197536235335451,1.8151096669570843,0.4525172465286624,1.2199729051107155,0.0945665559897666,0.0,0.2920666591854569
Super built-up  Area,Ready To Move,Thanisandra,2,1185.0,2.0,2.0,44.0,13.0522499,77.6316152,0.410363084773661,0.24472908327671847,1.2778236931980078,0.04791163141704419,5.0312996369841585,0.5416996553189029,0.2606092527009326,0.8542118193167441
Super built-up  Area,18-May,Electronics City Phase 1,2,1190.0,2.0,1.0,68.0,12.8401734,77.6595099,1.277158672335714,0.2949821891085607,0.6127979811004468,0.09764559736316251,1.4450666438264133,0.4613951458476637,0.23678083318205081,0.31207864645720335
Super built-up  Area,18-Dec,Whitefield,4,2856.0,5.0,0.0,158.5,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Whitefield,2,1355.0,2.0,3.0,73.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Plot  Area,Ready To Move,KR Puram,2,1200.0,1.0,0.0,65.0,13.007516,77.695935,1.2201530141145123,1.5055625850146075,1.8780982280763554,1.3646150897873357,2.1523488878142842,1.9625226810841176,1.8263135572231324,1.462838659212262
Plot  Area,Ready To Move,Kundalahalli,4,7000.0,4.0,3.0,550.0,12.977594,77.7155586,3.4372585651990435,3.61257513853477,4.489068646575115,3.7374338766290265,4.796446676406811,3.732445900028872,3.759748905277583,3.4203216346358287
Super built-up  Area,Ready To Move,Yelahanka New Town,1,500.0,2.0,1.0,24.0,13.0978039,77.5811889,0.07239638033016793,0.18831194414805222,0.4907711203755741,0.33046068670874434,1.4090952529643077,0.2904501204474733,0.29323253103283903,0.09787819516136977
Built-up  Area,Ready To Move,Uttarahalli,3,1480.0,2.0,1.0,58.0,12.9055682,77.5455438,0.22746733735745564,0.1797218010389305,0.30548424659670886,0.16944100445149374,2.4544857509356146,0.1655727908954121,0.16221229454459354,0.5454936070028436
Built-up  Area,Ready To Move,Ambalipura,4,3300.0,4.0,2.0,329.0,12.9173303,77.667161,0.36388841674152617,0.2249784755880874,0.4694233643221064,0.271723762230108,4.19010756305079,0.14572733192949336,0.20852922124131557,0.07353768797506331
Super built-up  Area,18-May,KR Puram,3,1583.0,2.0,2.0,70.445,13.007516,77.695935,1.2201530141145123,1.5055625850146075,1.8780982280763554,1.3646150897873357,2.1523488878142842,1.9625226810841176,1.8263135572231324,1.462838659212262
Super built-up  Area,18-Aug,Rajaji Nagar,2,1357.0,2.0,1.0,130.0,12.9945223,77.5543647,0.1199188542909752,0.09834838975715171,0.17153124133757655,0.17092348289892148,0.5233865071124423,0.335860786680838,0.12830270321971304,0.25638441398699574
Built-up  Area,Ready To Move,Hosakerehalli,2,925.0,2.0,1.0,46.5,12.9299371,77.5374237,0.333003322049917,0.423041646360651,0.6964530472827726,0.19244028692129084,1.865857862706836,1.4579206559903577,0.4852579238674087,0.5258031823348965
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2,909.0,2.0,1.0,40.9,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Built-up  Area,Ready To Move,Brookefield,2,1100.0,2.0,1.0,55.0,12.9652094,77.717936,3.803310091535011,4.099293708172103,5.503546416429102,3.8059614057432536,5.823794439570654,3.8148660011531454,3.851540791660917,3.864836782316243
Plot  Area,18-May,Malleshwaram,4,3000.0,5.0,2.0,815.0,13.0027353,77.5703253,0.06869850496893412,0.23949305308364782,0.15889442328317963,0.09434804742875061,0.7781113621069643,0.10958869015145609,0.10851282407423421,0.015784245212288772
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1306.0,2.0,2.0,44.17,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Super built-up  Area,Ready To Move,Kalena Agrahara,1,610.0,1.0,1.0,39.0,12.8658068,77.5911918,0.35160225792598515,0.8962946840071055,0.1257904822159696,0.06985893351805339,4.024084225424872,0.6995801685323361,0.7181445481523089,0.2721988761748449
Super built-up  Area,Ready To Move,Yelahanka,3,1484.0,2.0,2.0,56.4,13.1006982,77.5963454,0.7400163131677461,0.08308136466615322,0.47623530864970526,0.17259552282793286,0.679668262561021,0.32425978467593447,0.314869840130493,0.7223276534545
Super built-up  Area,17-May,Ramamurthy Nagar,2,1125.0,2.0,1.0,47.0,13.0120218,77.6777817,0.22042386503118858,0.1005038444794736,0.1691032550520365,0.1340673492664106,1.3006772619759457,0.5160412779346294,0.12360393281870569,0.7959661107576899
Super built-up  Area,18-Dec,Whitefield,4,2882.0,5.0,1.0,158.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Kundalahalli,3,2075.0,3.0,1.0,115.0,12.977594,77.7155586,3.4372585651990435,3.61257513853477,4.489068646575115,3.7374338766290265,4.796446676406811,3.732445900028872,3.759748905277583,3.4203216346358287
Built-up  Area,Ready To Move,1st Phase JP Nagar,1,840.0,2.0,2.0,50.0,12.9114349,77.5992958,0.1912260864371986,0.09084302151735751,0.7950062468902729,0.23406123235429868,0.5933662863493273,0.16865365309781385,0.1803465973021231,0.06543741575300954
Super built-up  Area,Ready To Move,Hennur Road,4,2502.0,4.0,2.0,180.0,13.0377061,77.6303636,0.473530847830793,0.3821074170661665,0.5580314319572223,0.35389542583778133,3.552063019933313,0.8905854431412655,0.46861155678275396,0.35016381955358955
Super built-up  Area,19-Dec,Whitefield,1,750.0,1.0,1.0,51.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Electronics City Phase 1,2,1190.0,2.0,2.0,33.92,12.8401734,77.6595099,1.277158672335714,0.2949821891085607,0.6127979811004468,0.09764559736316251,1.4450666438264133,0.4613951458476637,0.23678083318205081,0.31207864645720335
Super built-up  Area,Ready To Move,Hosakerehalli,3,2480.0,4.0,1.0,260.0,12.9299371,77.5374237,0.333003322049917,0.423041646360651,0.6964530472827726,0.19244028692129084,1.865857862706836,1.4579206559903577,0.4852579238674087,0.5258031823348965
Built-up  Area,Ready To Move,Kaggadasapura,3,1500.0,3.0,0.0,75.0,12.9812262,77.6745845,0.25040930616380375,0.5937606124352723,1.9165328535970072,0.5136258206318698,1.824967147457245,0.2786620595964482,0.48564072460723146,0.35850564426523657
Super built-up  Area,19-Jan,7th Phase JP Nagar,2,1187.0,2.0,1.0,59.0,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Super built-up  Area,Ready To Move,Kundalahalli,2,1120.0,2.0,1.0,53.76,12.977594,77.7155586,3.4372585651990435,3.61257513853477,4.489068646575115,3.7374338766290265,4.796446676406811,3.732445900028872,3.759748905277583,3.4203216346358287
Super built-up  Area,Ready To Move,Kasturi Nagar,2,1100.0,2.0,2.0,58.0,13.0015277,77.6512362,0.5432022852900668,0.7088322872417193,0.5178496396088069,0.6359952869581893,1.1120454465348677,0.9120277411156652,0.7063871313323682,0.7108115065731331
Built-up  Area,Ready To Move,Bannerghatta Road,3,1465.0,2.0,1.0,45.87,12.9297282,77.6004731,0.227682492822056,0.2141869043379752,0.3268641890508212,0.25716286076402295,1.4462660682636277,0.09922072311472795,0.13648771371862478,0.2530571260551363
Plot  Area,Ready To Move,Kothanur,1,1500.0,1.0,0.0,75.0,12.8701259,77.5820178,0.13623203774081574,1.2046900818962247,0.7331466380014178,0.12556529125819263,2.9646698856989215,0.6050855243904807,0.18612212320455201,0.4769488643027855
Super built-up  Area,Ready To Move,Haralur Road,3,1255.0,2.0,1.0,90.0,12.9018012,77.6641767,0.26052860625141244,0.8056174332812901,1.2633708719391186,1.3074632901105385,3.0105814684271737,0.7103538745078084,0.8326722190435104,0.044872299305229076
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2,1220.0,2.0,3.0,88.0,12.9010682,77.5859397,0.10741002827396735,0.324950281884601,1.0913066359774524,0.0,1.5606919415940046,0.10125921993976947,0.003826154327605888,0.5642989789766067
Built-up  Area,18-Aug,Electronic City Phase II,2,1065.0,2.0,1.0,30.88,12.8473999,77.6724452,0.40035376911605053,0.5613837597166842,0.2831581071444159,0.07134709950426539,0.17319033420839355,0.5275315373939784,0.7746556960710721,0.3115820676750147
Super built-up  Area,Ready To Move,Bellandur,2,1281.0,2.0,2.0,87.0,12.9320495,77.6842915,0.9053721930652706,1.0441146887786372,2.1314748734903795,0.5342334108734272,6.597646540744297,1.1633679873462555,0.9016793045929402,0.2517869492217202
Carpet  Area,Ready To Move,Kaggadasapura,2,1215.0,2.0,3.0,43.0,12.9812262,77.6745845,0.25040930616380375,0.5937606124352723,1.9165328535970072,0.5136258206318698,1.824967147457245,0.2786620595964482,0.48564072460723146,0.35850564426523657
Super built-up  Area,Ready To Move,Mysore Road,2,1237.0,2.0,2.0,73.0,12.9466619,77.5300896,0.5788115128967158,0.6618190101281162,1.1682124931747089,0.033568524770681146,0.009775817562846775,0.8890074312899762,0.5621645029464717,0.4358245136779913
Super built-up  Area,Ready To Move,Whitefield,2,1105.0,2.0,2.0,39.99,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Chandapura,3,1505.0,2.0,2.0,42.0,12.8009043,77.7114908,4.187803021635377,4.529026687262563,4.65683198650339,4.12216693565785,4.5216455356000615,5.882897112778362,3.3406121976309606,3.5626602699561047
Super built-up  Area,Ready To Move,Hebbal Kempapura,4,3900.0,5.0,2.0,310.0,13.050194,77.6075951,0.2845685633313563,0.477835000128998,1.040103295182004,0.20824937902683235,2.4636841182532785,0.4183145183671071,0.41416611397818326,0.3372912693373292
Built-up  Area,Ready To Move,Banashankari,2,1186.0,2.0,3.0,65.0,12.9278196,77.556621,0.11132538899596017,0.5084521558363807,0.6438243126936932,0.14816028961736918,2.3125768664660318,0.6345370830285484,0.517389469984271,0.28169805689913546
Super built-up  Area,Ready To Move,Kengeri,2,750.0,2.0,1.0,35.5,12.9176571,77.4837568,0.45039213729003325,0.3716515779442138,0.36458084977373917,0.1561736051713814,0.0,0.7852955849738819,0.19667984711288022,0.2382868704986397
Super built-up  Area,Ready To Move,Thanisandra,2,1056.0,2.0,2.0,68.0,13.0522499,77.6316152,0.410363084773661,0.24472908327671847,1.2778236931980078,0.04791163141704419,5.0312996369841585,0.5416996553189029,0.2606092527009326,0.8542118193167441
Super built-up  Area,Ready To Move,Banashankari,3,1650.0,3.0,2.0,101.0,12.9278196,77.556621,0.11132538899596017,0.5084521558363807,0.6438243126936932,0.14816028961736918,2.3125768664660318,0.6345370830285484,0.517389469984271,0.28169805689913546
Built-up  Area,18-Jul,Electronic City Phase II,3,1220.0,3.0,1.0,36.6,12.8473999,77.6724452,0.40035376911605053,0.5613837597166842,0.2831581071444159,0.07134709950426539,0.17319033420839355,0.5275315373939784,0.7746556960710721,0.3115820676750147
Super built-up  Area,19-Dec,Yelahanka,2,1260.0,2.0,2.0,59.2,13.1006982,77.5963454,0.7400163131677461,0.08308136466615322,0.47623530864970526,0.17259552282793286,0.679668262561021,0.32425978467593447,0.314869840130493,0.7223276534545
Super built-up  Area,Ready To Move,Old Madras Road,3,2990.0,5.0,1.0,210.0,12.9834863,77.6390581,0.336168654403438,0.13781040421890034,0.15307310551055597,0.02605630064540778,0.574687778591348,0.6324826903869277,0.16422540024000412,0.2969863725121603
Built-up  Area,Ready To Move,JP Nagar,2,820.0,2.0,1.0,45.0,12.9096941,77.5866067,0.16035411523574308,0.2573284703859671,0.6240226398569916,0.08859961946163356,0.8416416997210688,0.40969571402324384,0.3537443267224046,0.12371296766041949
Super built-up  Area,Ready To Move,Electronic City,2,1296.0,2.0,2.0,65.0,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Super built-up  Area,Ready To Move,Uttarahalli,2,1190.0,2.0,1.0,53.55,12.9055682,77.5455438,0.22746733735745564,0.1797218010389305,0.30548424659670886,0.16944100445149374,2.4544857509356146,0.1655727908954121,0.16221229454459354,0.5454936070028436
Super built-up  Area,19-Dec,Whitefield,2,1173.0,2.0,1.0,77.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Built-up  Area,Ready To Move,Yelahanka,2,1102.0,2.0,0.0,52.0,13.1006982,77.5963454,0.7400163131677461,0.08308136466615322,0.47623530864970526,0.17259552282793286,0.679668262561021,0.32425978467593447,0.314869840130493,0.7223276534545
Super built-up  Area,Ready To Move,Sarjapur,2,913.0,2.0,1.0,36.0,12.9694037,77.5870258,0.4140344293043858,0.17534332167281053,0.1733188309069916,0.044365151798211905,0.6450195640072728,1.0183560977358488,0.1549724279444084,0.10827164743390591
Super built-up  Area,17-Dec,Yelahanka,2,1519.0,2.0,3.0,65.0,13.1006982,77.5963454,0.7400163131677461,0.08308136466615322,0.47623530864970526,0.17259552282793286,0.679668262561021,0.32425978467593447,0.314869840130493,0.7223276534545
Super built-up  Area,Ready To Move,Haralur Road,2,1056.0,2.0,1.0,60.0,12.9018012,77.6641767,0.26052860625141244,0.8056174332812901,1.2633708719391186,1.3074632901105385,3.0105814684271737,0.7103538745078084,0.8326722190435104,0.044872299305229076
Plot  Area,18-Dec,Whitefield,3,1200.0,3.0,1.0,68.4,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Plot  Area,Ready To Move,Anekal,4,1200.0,2.0,1.0,36.0,12.7836552,77.7461411,7.903973152736459,8.704030612976865,8.727390226086387,8.269831932247538,8.647313524970965,9.905014781823695,7.5583524147045456,6.786358488950553
Super built-up  Area,Ready To Move,Kundalahalli,2,1047.0,2.0,1.0,82.62,12.977594,77.7155586,3.4372585651990435,3.61257513853477,4.489068646575115,3.7374338766290265,4.796446676406811,3.732445900028872,3.759748905277583,3.4203216346358287
Built-up  Area,Ready To Move,Rajaji Nagar,3,2300.0,3.0,3.0,369.0,12.9945223,77.5543647,0.1199188542909752,0.09834838975715171,0.17153124133757655,0.17092348289892148,0.5233865071124423,0.335860786680838,0.12830270321971304,0.25638441398699574
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2,1000.0,2.0,1.0,62.0,13.0120218,77.6777817,0.22042386503118858,0.1005038444794736,0.1691032550520365,0.1340673492664106,1.3006772619759457,0.5160412779346294,0.12360393281870569,0.7959661107576899
Super built-up  Area,Ready To Move,Harlur,3,1756.0,3.0,2.0,131.0,12.9058923,77.675465,0.8953871776661144,0.1502020767947646,1.1374580254772728,0.1232812149298509,4.311545495149283,0.30072485042012304,0.13516111564385733,0.37364082631569284
Super built-up  Area,Ready To Move,Vittasandra,2,1238.0,2.0,1.0,67.32,12.8699226,77.6272278,0.36924181563315894,0.9247880845076114,1.1707661844423425,0.4724939327858748,2.261608605824508,1.2643492828258618,1.3661431678407676,0.8345884746405606
Super built-up  Area,Ready To Move,Dasanapura,2,814.0,2.0,1.0,42.0,12.7467724,77.7742876,11.525588710239239,13.613660941460923,13.725421336604231,11.43003175991539,13.607932790621817,14.80885189354942,12.333054521451448,10.16191113497603
Built-up  Area,Ready To Move,Dodda Nekkundi,2,1145.0,2.0,1.0,46.5,12.9725581,77.692858,0.9705054833120795,1.3086394393256024,3.1443020992103397,1.2243044725478152,3.4573019782259022,1.240659393284359,1.2462908428730728,1.030266958375917
Super built-up  Area,Ready To Move,Varthur,2,965.0,2.0,1.0,34.0,12.9406508,77.746988,7.1165137771058795,7.725574827253189,8.577738752188166,7.164491801961881,9.991247635301107,7.341112357930915,7.505394732888036,6.914817391835138
Built-up  Area,Ready To Move,Banashankari,3,1300.0,2.0,2.0,55.0,12.9278196,77.556621,0.11132538899596017,0.5084521558363807,0.6438243126936932,0.14816028961736918,2.3125768664660318,0.6345370830285484,0.517389469984271,0.28169805689913546
Super built-up  Area,18-May,1st Phase JP Nagar,3,1590.0,3.0,3.0,131.0,12.9114349,77.5992958,0.1912260864371986,0.09084302151735751,0.7950062468902729,0.23406123235429868,0.5933662863493273,0.16865365309781385,0.1803465973021231,0.06543741575300954
Super built-up  Area,20-Aug,Begur Road,1,644.0,1.0,1.0,40.0,12.8742536,77.6260073,0.056474013661095786,0.42613645236084396,1.2242752532612462,0.042690067125164245,2.168566959736553,1.005964049081042,1.0703175257166109,0.8167247915167783
Super built-up  Area,18-Mar,Whitefield,2,982.0,2.0,1.0,37.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Indira Nagar,2,1260.0,2.0,2.0,100.0,12.9732913,77.6404672,0.062121176204069165,0.4497759087998633,0.30675192941960605,0.06630243077685669,0.5937318475778102,0.3490291626327221,0.1775743242838046,0.20090501003559272
Super built-up  Area,18-Aug,Kaggadasapura,2,1225.0,2.0,2.0,48.0,12.9812262,77.6745845,0.25040930616380375,0.5937606124352723,1.9165328535970072,0.5136258206318698,1.824967147457245,0.2786620595964482,0.48564072460723146,0.35850564426523657
Super built-up  Area,Ready To Move,Electronics City Phase 1,2,1085.0,2.0,1.0,46.0,12.8401734,77.6595099,1.277158672335714,0.2949821891085607,0.6127979811004468,0.09764559736316251,1.4450666438264133,0.4613951458476637,0.23678083318205081,0.31207864645720335
Super built-up  Area,Ready To Move,Rajaji Nagar,3,1640.0,3.0,2.0,220.0,12.9945223,77.5543647,0.1199188542909752,0.09834838975715171,0.17153124133757655,0.17092348289892148,0.5233865071124423,0.335860786680838,0.12830270321971304,0.25638441398699574
Built-up  Area,18-Aug,Thanisandra,3,1595.0,3.0,1.0,110.0,13.0522499,77.6316152,0.410363084773661,0.24472908327671847,1.2778236931980078,0.04791163141704419,5.0312996369841585,0.5416996553189029,0.2606092527009326,0.8542118193167441
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1196.0,2.0,2.0,40.44,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Super built-up  Area,18-Mar,Yelahanka,3,1859.0,3.0,1.0,108.0,13.1006982,77.5963454,0.7400163131677461,0.08308136466615322,0.47623530864970526,0.17259552282793286,0.679668262561021,0.32425978467593447,0.314869840130493,0.7223276534545
Super built-up  Area,21-Sep,9th Phase JP Nagar,2,1079.0,2.0,1.0,60.0,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Super built-up  Area,Ready To Move,Whitefield,2,1118.0,2.0,1.0,42.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,CV Raman Nagar,2,1198.0,2.0,2.0,60.0,12.9855509,77.668072,0.30008893353268357,0.6197536235335451,1.8151096669570843,0.4525172465286624,1.2199729051107155,0.0945665559897666,0.0,0.2920666591854569
Super built-up  Area,18-Jun,Chandapura,3,1162.5,2.0,2.0,30.215,12.8009043,77.7114908,4.187803021635377,4.529026687262563,4.65683198650339,4.12216693565785,4.5216455356000615,5.882897112778362,3.3406121976309606,3.5626602699561047
Super built-up  Area,Ready To Move,Thigalarapalya,3,1830.0,4.0,2.0,135.0,13.0170955,77.4829741,1.2702838325120105,1.076858134135609,1.5256033785911676,0.0,3.8735707528765433,1.1335815514370355,2.3869025376412143,0.8080329203529621
Super built-up  Area,20-Oct,Banashankari Stage VI,2,1160.0,2.0,1.0,59.0,12.8849238,77.5154846,1.191731262681146,2.671918713913832,0.7982322767693079,0.3805619652755426,2.902759441884074,2.1390305804504317,1.9494942665840085,0.9054865445508447
Built-up  Area,17-Mar,Kannamangala,2,957.0,2.0,0.0,52.5,13.0154819,77.7631515,8.547306902879718,8.836050716027,9.089730904114202,8.595607502081695,9.421805614381364,8.621286560873864,9.066805691025186,8.509970231198924
Plot  Area,Ready To Move,Basaveshwara Nagar,5,2400.0,4.0,1.0,310.0,12.9932739,77.5388099,0.0794923622476234,0.038577308557687755,0.07788842444466747,0.15277527778350328,1.425198113016314,0.5854625120546519,0.2091954626274077,0.2533598691555182
Super built-up  Area,18-Dec,Bannerghatta Road,2,1268.0,2.0,1.0,69.0,12.9297282,77.6004731,0.227682492822056,0.2141869043379752,0.3268641890508212,0.25716286076402295,1.4462660682636277,0.09922072311472795,0.13648771371862478,0.2530571260551363
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1450.0,2.0,2.0,87.0,12.9297282,77.6004731,0.227682492822056,0.2141869043379752,0.3268641890508212,0.25716286076402295,1.4462660682636277,0.09922072311472795,0.13648771371862478,0.2530571260551363
Super built-up  Area,Ready To Move,Uttarahalli,3,1330.0,2.0,1.0,57.0,12.9055682,77.5455438,0.22746733735745564,0.1797218010389305,0.30548424659670886,0.16944100445149374,2.4544857509356146,0.1655727908954121,0.16221229454459354,0.5454936070028436
Super built-up  Area,Ready To Move,Jakkur,3,1355.0,2.0,2.0,65.0,13.0784743,77.6068938,0.4314309828856046,1.432059123095197,1.2746736454801444,0.12168250847918928,3.3679842471250483,0.7385724018078844,0.529737313623422,0.3848952331516131
Super built-up  Area,Ready To Move,Chikkalasandra,2,1075.0,2.0,1.0,46.76,12.9121916,77.5476337,0.41395097723556096,0.5696991130511672,0.8745272158200242,0.2722963169901819,2.812507893277144,0.16891755317251048,0.4198491877871123,0.09560872752338488
Super built-up  Area,Ready To Move,Haralur Road,2,1140.0,2.0,1.0,42.0,12.9018012,77.6641767,0.26052860625141244,0.8056174332812901,1.2633708719391186,1.3074632901105385,3.0105814684271737,0.7103538745078084,0.8326722190435104,0.044872299305229076
Super built-up  Area,18-May,Padmanabhanagar,3,1710.0,2.0,2.0,90.63,12.9181024,77.5576638,0.1605013055038243,0.2009372214714458,0.35169814874105504,0.05931233006321628,1.7564424856127236,0.257997139718875,0.3645459197738734,0.0021722087747825325
Super built-up  Area,Ready To Move,Marathahalli,2,1602.0,2.0,2.0,104.0,12.9552572,77.6984163,1.9763180952706894,2.681284746231662,3.7308055503773776,1.736714038869248,5.449555244178608,2.154539436767148,2.0406405171205395,2.7084301339945736
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1660.0,2.0,2.0,116.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,Ready To Move,Electronic City Phase II,3,1549.0,3.0,2.0,80.0,12.8473999,77.6724452,0.40035376911605053,0.5613837597166842,0.2831581071444159,0.07134709950426539,0.17319033420839355,0.5275315373939784,0.7746556960710721,0.3115820676750147
Super built-up  Area,19-Mar,Marathahalli,1,700.0,1.0,1.0,38.0,12.9552572,77.6984163,1.9763180952706894,2.681284746231662,3.7308055503773776,1.736714038869248,5.449555244178608,2.154539436767148,2.0406405171205395,2.7084301339945736
